Prec,Flex,Resl,Team,Pmat,rely,data,cplx,ruse,docu,time,stor,pvol,acap,pcap,pcon,aexp,plex,ltex,tool,site,sced,kloc,effort
4,4,4,5,2,3,2,3,3,3,3,5,2,4,4,3,4,4,4,3,3,2,111.0,600.0
4,4,4,5,2,4,5,4,3,3,3,5,2,4,4,3,4,4,4,3,3,2,162.0,756.0
4,4,4,5,2,4,4,5,3,3,3,5,2,4,4,3,4,4,4,3,3,2,352.0,1200.0
4,4,4,5,2,4,3,5,3,3,3,5,2,4,4,3,4,4,4,3,3,2,165.0,97.0
4,4,4,5,4,4,3,5,3,3,4,4,2,4,3,3,3,4,4,3,3,3,60.0,409.0
4,4,4,5,4,4,3,5,3,3,4,4,2,4,3,3,3,4,4,3,3,3,100.0,703.0
4,4,4,5,3,4,5,5,3,3,6,6,4,3,3,3,3,2,2,3,3,3,32.0,1350.0
4,4,4,5,4,4,4,4,3,3,5,6,4,4,4,3,4,4,4,3,3,3,53.0,480.0
4,4,4,5,4,4,2,5,3,3,5,6,2,5,5,3,5,1,1,4,3,3,41.0,599.0
4,4,4,5,4,4,2,5,3,3,5,6,2,5,5,3,5,1,1,4,3,3,24.0,430.0
4,4,4,5,4,5,4,5,3,3,6,6,3,4,4,3,4,4,4,3,3,3,165.0,4178.2
4,4,4,5,4,5,4,5,3,3,6,6,3,4,4,3,4,4,4,3,3,3,65.0,1772.5
4,4,4,5,4,5,4,5,3,3,6,6,3,4,4,3,4,4,4,3,3,3,70.0,1645.9
4,4,4,5,4,5,4,6,3,3,6,6,3,4,4,3,4,4,4,3,3,3,50.0,1924.5
4,4,4,5,2,5,2,5,3,3,5,6,2,4,3,3,2,1,2,4,3,3,7.25,648.0
4,4,4,5,4,5,4,5,3,3,6,6,3,4,4,3,4,4,4,3,3,3,233.0,8211.0
4,4,4,5,3,4,3,5,3,3,5,5,4,3,3,3,3,2,2,3,3,3,16.3,480.0
4,4,4,5,3,4,3,5,3,3,5,5,4,3,3,3,3,2,2,3,3,3,6.2,12.0
4,4,4,5,3,4,3,5,3,3,5,5,4,3,3,3,3,2,2,3,3,3,3.0,38.0
